Year,State,District,Party,Name,Votes,Winner,Incumbent
2014,Maine,District 117,Republican Party,Frances Head,2482,True,0.0
2014,Maine,District 118,Democratic Party,Matthew Quinn,1338,False,0.0
2014,Maine,District 118,Republican Party,Larry Dunphy,2303,True,0.0
2014,Maine,District 119,Republican Party,Paul Stearns,3560,True,0.0
2014,Maine,District 120,Democratic Party,Donald Crossman,1262,False,0.0
2014,Maine,District 120,Republican Party,Norman Higgins,2377,True,0.0
2014,Maine,District 121,Democratic Party,Robert Duchesne,1835,True,0.0
2014,Maine,District 121,Republican Party,Douglas Smith,1655,False,0.0
2014,Maine,District 122,Democratic Party,Michelle Dunphy,1885,True,0.0
2014,Maine,District 122,Republican Party,John Nuttall,1258,False,0.0
2014,Maine,District 123,Democratic Party,Ryan Tipping-Spitz,1807,True,0.0
2014,Maine,District 123,Republican Party,Andrew Bracy,782,False,0.0
2014,Maine,District 124,Democratic Party,Aaron Frey,1934,True,0.0
2014,Maine,District 124,Republican Party,Colby Civiello,1648,False,0.0
2014,Maine,District 125,Democratic Party,Victoria Kornfield,1764,True,0.0
2014,Maine,District 125,Republican Party,Gary Capehart,1406,False,0.0
2014,Maine,District 126,Democratic Party,John Schneck,1345,True,0.0
2014,Maine,District 126,Republican Party,Douglas Damon,1050,False,0.0
2014,Maine,District 127,Democratic Party,Adam Goode,2018,True,0.0
2014,Maine,District 127,Republican Party,James Lacadie,954,False,0.0
2014,Maine,District 128,Democratic Party,Arthur Verow,1931,True,0.0
2014,Maine,District 128,Republican Party,Gail Sheehan,1835,False,0.0
2014,Maine,District 129,Democratic Party,Teresa Montague,1395,False,0.0
2014,Maine,District 129,Republican Party,Peter Lyford,2827,True,0.0
2014,Maine,District 130,Democratic Party,Emery Deabay,1541,False,0.0
2014,Maine,District 130,Republican Party,Richard Campbell,2321,True,0.0
2014,Maine,District 131,Democratic Party,Veronica Magnan,1569,False,0.0
2014,Maine,District 131,Republican Party,Karleton Ward,2747,True,0.0
2014,Maine,District 132,Democratic Party,Louis Luchini,2508,True,0.0
2014,Maine,District 132,Republican Party,R. Frederick Ehrlenbach,1560,False,0.0
2014,Maine,District 133,Democratic Party,Ralph Chapman,2481,True,0.0
2014,Maine,District 133,Republican Party,Susan Walsh,1849,False,0.0
2014,Maine,District 134,Democratic Party,Walter Kumiega,2655,True,0.0
2014,Maine,District 134,Republican Party,Frank Stanley,1439,False,0.0
2014,Maine,District 135,Democratic Party,Brian Hubbell,3078,True,0.0
2014,Maine,District 135,Republican Party,Joe Marshall,1488,False,0.0
2014,Maine,District 136,Democratic Party,Elizabeth Allen,1430,False,0.0
2014,Maine,District 136,Republican Party,Richard Malaby,2269,True,0.0
2014,Maine,District 137,Democratic Party,Oscar Emerson,1473,False,0.0
2014,Maine,District 137,Republican Party,Lawrence Lockman,2045,True,0.0
2014,Maine,District 138,Democratic Party,Robert Alley,2003,True,0.0
2014,Maine,District 138,Republican Party,Richard Paul,1810,False,0.0
2014,Maine,District 139,Democratic Party,Katherine Cassidy,1824,False,0.0
2014,Maine,District 139,Republican Party,William Tuell,2100,True,0.0
2014,Maine,District 140,Democratic Party,Harold Clark,1111,False,0.0
2014,Maine,District 140,Republican Party,Joyce Maker,2280,True,0.0
2014,Maine,District 141,Republican Party,Beth Turner,3279,True,0.0
2014,Maine,District 142,Republican Party,Sheldon Hanington,2877,True,0.0
2014,Maine,District 143,Democratic Party,Stephen Stanley,2491,True,0.0
2014,Maine,District 143,Republican Party,Debbi Perkins,1625,False,0.0
2014,Maine,District 144,Republican Party,Roger Sherman,2913,True,0.0
2014,Maine,District 145,Democratic Party,Glenn Hines,1066,False,0.0
2014,Maine,District 145,Republican Party,Ricky Long,2503,True,0.0
2014,Maine,District 146,Democratic Party,Troy Haines,1793,False,0.0
2014,Maine,District 146,Republican Party,Dustin White,2070,True,0.0
2014,Maine,District 147,Democratic Party,Robert Saucier,1562,True,0.0
2014,Maine,District 147,Republican Party,Larry Fox,1532,False,0.0
2014,Maine,District 148,Democratic Party,Alan Whittemore,1213,False,0.0
2014,Maine,District 148,Republican Party,Anthony Edgecomb,1589,True,0.0
2014,Maine,District 148,Independent,Gregory Ward,506,False,0.0
2014,Maine,District 149,Republican Party,Carol McElwee,3025,True,0.0
2014,Maine,District 150,Democratic Party,Roland Martin,2802,True,0.0
2014,Maine,District 150,Republican Party,Craig Lawrence,1100,False,0.0
2014,Maine,District 151,Democratic Party,John L. Martin,2215,True,0.0
2014,Maine,District 151,Republican Party,Allen Nadeau,1866,False,0.0
2014,Massachusetts,District 1,Democratic Party,Elisa Beth Zawadzkas,9389,False,0.0
2014,Massachusetts,District 1,Republican Party,Timothy Whelan,10170,True,0.0
2014,Massachusetts,Second Barnstable District,Democratic Party,Brian Mannal,7801,True,1.0
2014,Massachusetts,Second Barnstable District,Republican Party,Adam Chaprales,7594,False,0.0
2014,Massachusetts,Third Barnstable District,Republican Party,David Vieira,12681,True,1.0
2014,Massachusetts,Fourth Barnstable District,Democratic Party,Sarah Peake,16292,True,1.0
2014,Massachusetts,Fifth Barnstable District,Democratic Party,Matthew Terry,6123,False,0.0
2014,Massachusetts,Fifth Barnstable District,Republican Party,Randy Hunt,10309,True,1.0
2014,Massachusetts,"Barnstable, Dukes & Nantucket District",Democratic Party,Timothy Madden,13452,True,1.0
2014,Massachusetts,First Berkshire District,Democratic Party,Gailanne Cariddi,9251,True,1.0
2014,Massachusetts,Second Berkshire District,Democratic Party,Paul Mark,10816,True,1.0
2014,Massachusetts,Third Berkshire District,Democratic Party,Tricia Farley-Bouvier,8079,True,1.0
2014,Massachusetts,Fourth Berkshire District,Democratic Party,William Pignatelli,12408,True,1.0
2014,Massachusetts,First Bristol District,Republican Party,F. Jay Barrows,10843,True,1.0
2014,Massachusetts,Second Bristol District,Democratic Party,Paul Heroux,6621,True,1.0
2014,Massachusetts,Second Bristol District,Republican Party,Bert Buckley,4211,False,0.0
2014,Massachusetts,Third Bristol District,Democratic Party,Keavin P. Duffy,4300,False,0.0
2014,Massachusetts,Third Bristol District,Republican Party,Shaunna O'Connell,6824,True,1.0
2014,Massachusetts,Fourth Bristol District,Republican Party,Steven Howitt,9424,True,1.0
2014,Massachusetts,Fifth Bristol District,Democratic Party,Patricia Haddad,9447,True,1.0
2014,Massachusetts,Sixth Bristol District,Democratic Party,Carole Fiola,5369,True,1.0
2014,Massachusetts,Sixth Bristol District,Republican Party,David Steinhof,3671,False,0.0
2014,Massachusetts,Seventh Bristol District,Democratic Party,Alan Silvia,5151,True,1.0
2014,Massachusetts,Eighth Bristol District,Democratic Party,Paul Schmid III,8334,True,1.0
2014,Massachusetts,Ninth Bristol District,Democratic Party,Christopher Markey,6977,True,1.0
2014,Massachusetts,Ninth Bristol District,Republican Party,Patrick Curran,3472,False,0.0
2014,Massachusetts,Tenth Bristol District,Democratic Party,William Straus,8668,True,1.0
2014,Massachusetts,Tenth Bristol District,Republican Party,Bill Soares,4557,False,0.0
2014,Massachusetts,Eleventh Bristol District,Democratic Party,Robert Koczera,6233,True,1.0
2014,Massachusetts,Twelfth Bristol District,Republican Party,Keiko Orrall,10100,True,1.0
2014,Massachusetts,Thirteenth Bristol District,Democratic Party,Antonio Cabral,6270,True,1.0
2014,Massachusetts,Fourteenth Bristol District,Republican Party,Elizabeth Poirier,10494,True,1.0
2014,Massachusetts,First Essex District,Democratic Party,Edward Cameron,6968,False,0.0
2014,Massachusetts,First Essex District,Republican Party,James Kelcourse,6978,True,0.0
2014,Massachusetts,First Essex District,Independent,Ari Herzog,1628,False,0.0
2014,Massachusetts,First Essex District,Independent,Steven Stanganelli,791,False,0.0
2014,Massachusetts,First Essex District,Independent,Rama Valianti,231,False,0.0
2014,Massachusetts,Second Essex District,Republican Party,Leonard Mirra,14083,True,1.0
2014,Massachusetts,Third Essex District,Democratic Party,Brian Dempsey,8901,True,1.0
2014,Massachusetts,Fourth Essex District,Republican Party,Bradford Hill,15936,True,1.0
2014,Massachusetts,Fifth Essex District,Democratic Party,Ann-Margaret Ferrante,9439,True,1.0
2014,Massachusetts,Fifth Essex District,Republican Party,Michael Boucher,6554,False,0.0
2014,Massachusetts,Sixth Essex District,Democratic Party,Jerry Parisella,9912,True,1.0
2014,Massachusetts,Sixth Essex District,Libertarian Party,Rick Marciano,3458,False,0.0
2014,Massachusetts,Seventh Essex District,Democratic Party,Paul Tucker,10187,True,0.0
2014,Massachusetts,Seventh Essex District,Libertarian Party,Daniel Morris,1936,False,0.0
2014,Massachusetts,Eighth Essex District,Democratic Party,Lori Ehrlich,12906,True,1.0
2014,Massachusetts,Ninth Essex District,Democratic Party,Christopher Finn,6331,False,0.0
2014,Massachusetts,Ninth Essex District,Republican Party,Donald Wong,9721,True,1.0
2014,Massachusetts,Tenth Essex District,Democratic Party,Robert Fennell,7090,True,1.0
2014,Massachusetts,Eleventh Essex District,Democratic Party,Brendan Crighton,7368,True,0.0
2014,Massachusetts,Twelfth Essex District,Democratic Party,Beverley Griffin Dunne,6830,False,0.0
2014,Massachusetts,Twelfth Essex District,Republican Party,Leah Cole,7265,True,1.0
2014,Massachusetts,Thirteenth Essex District,Democratic Party,Theodore Speliotis,8459,True,1.0
2014,Massachusetts,Thirteenth Essex District,Republican Party,Thomas Lyons,7673,False,0.0
2014,Massachusetts,Fourteenth Essex District,Democratic Party,Diana DiZoglio,6732,True,1.0
2014,Massachusetts,Fourteenth Essex District,Republican Party,Rosemary Connelly Smedile,5530,False,0.0
2014,Massachusetts,Fifteenth Essex District,Democratic Party,Linda Campbell,7716,True,1.0
2014,Massachusetts,Fifteenth Essex District,Republican Party,Al DiNuccio,5734,False,0.0
2014,Massachusetts,Sixteenth Essex District,Democratic Party,Marcos Devers,3667,True,1.0
2014,Massachusetts,Sixteenth Essex District,Republican Party,Roger Twomey,913,False,0.0
2014,Massachusetts,Sixteenth Essex District,Independent,William Lantigua,3221,False,0.0
2014,Massachusetts,Seventeenth Essex District,Democratic Party,Frank Moran,6819,True,1.0
2014,Massachusetts,Eighteenth Essex District,Republican Party,"James Lyons, Jr.",12584,True,1.0
2014,Massachusetts,First Franklin District,Democratic Party,Stephen Kulik,11987,True,1.0
2014,Massachusetts,First Franklin District,Republican Party,Dylan Korpita,5146,False,0.0
2014,Massachusetts,Second Franklin District,Democratic Party,Denise Andrews,6105,False,1.0
2014,Massachusetts,Second Franklin District,Republican Party,Susannah Whipps Lee,7350,True,0.0
2014,Massachusetts,First Hampden District,Republican Party,Todd Smola,11528,True,1.0
2014,Massachusetts,Second Hampden District,Democratic Party,Brian Ashe,12104,True,1.0
2014,Massachusetts,Third Hampden District,Democratic Party,Sam DiSanti,4448,False,0.0
2014,Massachusetts,Third Hampden District,Republican Party,Nicholas Boldyga,9401,True,1.0
2014,Massachusetts,Fourth Hampden District,Democratic Party,John C. Velis,7327,True,1.0
2014,Massachusetts,Fourth Hampden District,Republican Party,Dan Allie,5111,False,0.0
2014,Massachusetts,Fifth Hampden District,Democratic Party,Aaron Vega,7902,True,1.0
2014,Massachusetts,Sixth Hampden District,Democratic Party,Michael Finn,6113,True,1.0
2014,Massachusetts,Sixth Hampden District,Republican Party,Nathan Bech,4634,False,0.0
2014,Massachusetts,Seventh Hampden District,Democratic Party,Thomas Petrolati,9462,True,1.0
2014,Massachusetts,Eighth Hampden District,Democratic Party,Joseph Wagner,9284,True,1.0
2014,Massachusetts,Ninth Hampden District,Democratic Party,Jose Tosado,7396,True,0.0
2014,Massachusetts,Ninth Hampden District,Libertarian Party,Robert Underwood,2011,False,0.0
2014,Massachusetts,Tenth Hampden District,Democratic Party,Carlos Gonzalez,5313,True,0.0
2014,Massachusetts,Eleventh Hampden District,Democratic Party,"Benjamin Swan, Sr.",6325,True,1.0
2014,Massachusetts,Twelfth Hampden District,Democratic Party,"Angelo Puppolo, Jr.",9299,True,1.0
2014,Massachusetts,Twelfth Hampden District,Republican Party,Bob Russell,4955,False,0.0
2014,Massachusetts,First Hampshire District,Democratic Party,Peter Kocot,13937,True,1.0
2014,Massachusetts,Second Hampshire District,Democratic Party,John Scibak,12249,True,1.0
2014,Massachusetts,Third Hampshire District,Democratic Party,Ellen Story,8125,True,1.0
2014,Massachusetts,Third Hampshire District,Libertarian Party,Kenneth Roberts,1092,False,0.0
2014,Massachusetts,First Middlesex District,Democratic Party,Gene Rauhala,5530,False,0.0
2014,Massachusetts,First Middlesex District,Republican Party,Sheila Harrington,9958,True,1.0
2014,Massachusetts,Second Middlesex District,Democratic Party,James Arciero,9263,True,1.0
2014,Massachusetts,Second Middlesex District,Republican Party,Dennis Galvin,7785,False,0.0
2014,Massachusetts,Second Middlesex District,Independent,Arleen Martino,502,False,0.0
2014,Massachusetts,Third Middlesex District,Democratic Party,Kate Hogan,9847,True,1.0
2014,Massachusetts,Third Middlesex District,Republican Party,Paddy Dolan,6495,False,0.0
2014,Massachusetts,Fourth Middlesex District,Democratic Party,Danielle Gregoire,6392,True,1.0
2014,Massachusetts,Fourth Middlesex District,Republican Party,Matthew Elder,5462,False,0.0
2014,Massachusetts,Fourth Middlesex District,Independent,Kristine Coffey-Donahue,955,False,0.0
2014,Massachusetts,Fifth Middlesex District,Democratic Party,David Linsky,10699,True,1.0
2014,Massachusetts,Fifth Middlesex District,Republican Party,Douglas Grindle,6401,False,0.0
2014,Massachusetts,Sixth Middlesex District,Democratic Party,Chris Walsh,9763,True,1.0
2014,Massachusetts,Sixth Middlesex District,Libertarian Party,Michael Coombes,1909,False,0.0
2014,Massachusetts,Seventh Middlesex District,Democratic Party,Tom Sannicandro,7188,True,1.0
2014,Massachusetts,Eighth Middlesex District,Democratic Party,Carolyn Dykema,9621,True,1.0
2014,Massachusetts,Eighth Middlesex District,Republican Party,Patricia Vanaria,7328,False,0.0
2014,Massachusetts,Ninth Middlesex District,Democratic Party,Thomas Stanley,9293,True,1.0
2014,Massachusetts,Ninth Middlesex District,Independent,Sharon Antia,3697,False,0.0
2014,Massachusetts,Tenth Middlesex District,Democratic Party,John Lawn,7402,True,1.0
2014,Massachusetts,Eleventh Middlesex District,Democratic Party,Kay Khan,11652,True,1.0
2014,Massachusetts,Twelfth Middlesex District,Democratic Party,Ruth Balser,11552,True,1.0
2014,Massachusetts,Thirteenth Middlesex District,Democratic Party,Carmine Lawrence Gentile,10977,True,0.0
2014,Massachusetts,Fourteenth Middlesex District,Democratic Party,Cory Atkins,12080,True,1.0
2014,Massachusetts,Fourteenth Middlesex District,Libertarian Party,Ken Van Tassell,3973,False,0.0
2014,Massachusetts,Fifteenth Middlesex District,Democratic Party,Jay Kaufman,12625,True,1.0
2014,Massachusetts,Sixteenth Middlesex District,Democratic Party,"Thomas Golden, Jr.",8235,True,1.0
2014,Massachusetts,Seventeenth Middlesex District,Democratic Party,David Nangle,7226,True,1.0
2014,Massachusetts,Eighteenth Middlesex District,Democratic Party,Rady Mom,3867,True,0.0
2014,Massachusetts,Eighteenth Middlesex District,Independent,Fred Bahou,2398,False,0.0
2014,Massachusetts,Nineteenth Middlesex District,Democratic Party,James Miceli,10781,True,1.0
2014,Massachusetts,Nineteenth Middlesex District,Republican Party,Douglas Sears,4553,False,0.0
2014,Massachusetts,Twentieth Middlesex District,Republican Party,"Bradley Jones, Jr.",14592,True,1.0
2014,Massachusetts,Twenty-first Middlesex District,Democratic Party,Kenneth Gordon,8129,True,1.0
2014,Massachusetts,Twenty-first Middlesex District,Republican Party,"Paul Girouard, Jr.",7423,False,0.0
2014,Massachusetts,Twenty-second Middlesex District,Republican Party,Marc Lombardo,10379,True,1.0
2014,Massachusetts,Twenty-second Middlesex District,Independent,Dean Santoro (write-in),377,False,0.0
2014,Massachusetts,Twenty-third Middlesex District,Democratic Party,Sean Garballey,14018,True,1.0
2014,Massachusetts,Twenty-third Middlesex District,Republican Party,Joseph Monju,4042,False,0.0
2014,Massachusetts,Twenty-fourth Middlesex District,Democratic Party,David Rogers,12748,True,1.0
2014,Massachusetts,Twenty-fifth Middlesex District,Democratic Party,Marjorie Decker,10082,True,1.0
2014,Massachusetts,Twenty-sixth Middlesex District,Democratic Party,"Timothy Toomey, Jr.",8789,True,1.0
2014,Massachusetts,Twenty-sixth Middlesex District,Independent,Thomas Vasconcelos,1272,False,0.0
2014,Massachusetts,Twenty-seventh Middlesex District,Democratic Party,Denise Provost,10771,True,1.0
2014,Massachusetts,Twenty-seventh Middlesex District,Independent,Noelani Kamelamela (Pirate Party),1454,False,0.0
2014,Massachusetts,Twenty-eighth Middlesex District,Democratic Party,"Joseph McGonagle, Jr.",7329,True,0.0
2014,Massachusetts,Twenty-ninth Middlesex District,Democratic Party,Jonathan Hecht,12614,True,1.0
2014,Massachusetts,Thirtieth Middlesex District,Democratic Party,James Dwyer,10578,True,1.0
2014,Massachusetts,Thirty-first Middlesex District,Democratic Party,Michael Day,9270,True,0.0
2014,Massachusetts,Thirty-first Middlesex District,Republican Party,Caroline Colarusso,8759,False,0.0
2014,Massachusetts,Thirty-second Middlesex District,Democratic Party,Paul Brodeur,10965,True,1.0
2014,Massachusetts,Thirty-second Middlesex District,Republican Party,John Lock,5657,False,0.0
2014,Massachusetts,Thirty-third Middlesex District,Democratic Party,Steven Ultrino,5801,True,0.0
2014,Massachusetts,Thirty-third Middlesex District,Independent,John Matheson,2910,False,0.0
2014,Massachusetts,Thirty-fourth Middlesex District,Democratic Party,Christine Barber,7043,True,0.0
2014,Massachusetts,Thirty-fourth Middlesex District,Independent,Nicholas Lanzilli,3911,False,0.0
2014,Massachusetts,Thirty-fifth Middlesex District,Democratic Party,"Paul Donato, Sr.",9697,True,1.0
2014,Massachusetts,Thirty-sixth Middlesex District,Democratic Party,Colleen Garry,7840,True,1.0
2014,Massachusetts,Thirty-sixth Middlesex District,Republican Party,Cathy Richardson,6749,False,0.0
2014,Massachusetts,Thirty-seventh Middlesex District,Democratic Party,Jennifer Benson,11659,True,1.0
2014,Massachusetts,First Norfolk District,Democratic Party,Bruce Ayers,9820,True,1.0
2014,Massachusetts,Second Norfolk District,Democratic Party,Tackey Chan,9474,True,1.0
2014,Massachusetts,Third Norfolk District,Democratic Party,Ronald Mariano,8702,True,1.0
2014,Massachusetts,Third Norfolk District,Republican Party,Patricia Kriegel,4462,False,0.0
2014,Massachusetts,Fourth Norfolk District,Democratic Party,James Murphy,8740,True,1.0
2014,Massachusetts,Fourth Norfolk District,Republican Party,Andrea Farretta,6202,False,0.0
2014,Massachusetts,Fifth Norfolk District,Democratic Party,Mark Cusack,10806,True,1.0
2014,Massachusetts,Sixth Norfolk District,Democratic Party,William Galvin,10613,True,1.0
2014,Massachusetts,Seventh Norfolk District,Democratic Party,Walter Timilty,11274,True,1.0
2014,Massachusetts,Eighth Norfolk District,Democratic Party,Louis Kafka,11614,True,1.0
2014,Massachusetts,Ninth Norfolk District,Republican Party,Shawn C. Dooley,12734,True,1.0
2014,Massachusetts,Tenth Norfolk District,Democratic Party,Jeffrey Roy,11135,True,1.0
2014,Massachusetts,Eleventh Norfolk District,Democratic Party,Paul McMurtry,11922,True,1.0
2014,Massachusetts,Twelfth Norfolk District,Democratic Party,John Rogers,8894,True,1.0
2014,Massachusetts,Twelfth Norfolk District,Republican Party,Tim Hempton,6408,False,0.0
2014,Massachusetts,Thirteenth Norfolk District,Democratic Party,Denise Garlick,13091,True,1.0
2014,Massachusetts,Fourteenth Norfolk District,Democratic Party,Alice Peisch,12101,True,1.0
2014,Massachusetts,Fifteenth Norfolk District,Democratic Party,Frank Smizik,9332,True,1.0
2014,Massachusetts,Fifteenth Norfolk District,Republican Party,Curt Myers,2236,False,0.0
2014,Massachusetts,First Plymouth District,Democratic Party,Stephen Palmer,6097,False,0.0
2014,Massachusetts,First Plymouth District,Republican Party,Mathew Muratore,9227,True,0.0
2014,Massachusetts,Second Plymouth District,Republican Party,Susan Gifford,10847,True,1.0
2014,Massachusetts,Third Plymouth District,Democratic Party,Garrett Bradley,13367,True,1.0
2014,Massachusetts,Fourth Plymouth District,Democratic Party,James Cantwell,10560,True,1.0
2014,Massachusetts,Fourth Plymouth District,Republican Party,James Pavlik,7444,False,0.0
2014,Massachusetts,Fifth Plymouth District,Democratic Party,Rhonda Nyman,8283,False,1.0
2014,Massachusetts,Fifth Plymouth District,Republican Party,David DeCoste,8332,True,0.0
2014,Massachusetts,Sixth Plymouth District,Democratic Party,Josh Cutler,9035,True,1.0
2014,Massachusetts,Sixth Plymouth District,Republican Party,Joseph Sheehan,7753,False,0.0
2014,Massachusetts,Seventh Plymouth District,Republican Party,Geoff Diehl,11528,True,1.0
2014,Massachusetts,Eighth Plymouth District,Democratic Party,Joseph Pacheco,5908,False,0.0
2014,Massachusetts,Eighth Plymouth District,Republican Party,Angelo D'Emilia,6838,True,1.0
2014,Massachusetts,Ninth Plymouth District,Democratic Party,Michael Brady,6190,True,1.0
2014,Massachusetts,Tenth Plymouth District,Democratic Party,Michelle DuBois,5684,True,0.0
2014,Massachusetts,Tenth Plymouth District,Republican Party,John Cruz,5233,False,0.0
2014,Massachusetts,Tenth Plymouth District,Independent,Tyler Jay Prescott,292,False,0.0
2014,Massachusetts,Eleventh Plymouth District,Democratic Party,Claire Cronin,9321,True,1.0
2014,Massachusetts,Twelfth Plymouth District,Democratic Party,Thomas Calter III,12944,True,1.0
2014,Massachusetts,First Suffolk District,Democratic Party,Carlo Basile,4965,True,1.0
2014,Massachusetts,First Suffolk District,Independent,Celeste Ribeiro Myers,1533,False,0.0
2014,Massachusetts,Second Suffolk District,Democratic Party,Daniel Joseph Ryan,7669,True,1.0
2014,Massachusetts,Third Suffolk District,Democratic Party,Aaron Michlewitz,8398,True,1.0
2014,Massachusetts,Fourth Suffolk District,Democratic Party,Nick Collins,9850,True,1.0
2014,Massachusetts,Fifth Suffolk District,Democratic Party,Evandro C. Carvalho,6025,True,1.0
2014,Massachusetts,Fifth Suffolk District,Republican Party,Claudette Joseph,733,False,0.0
2014,Massachusetts,Fifth Suffolk District,Democratic Party,Althea Garrison (write-in),15,False,0.0
2014,Massachusetts,Sixth Suffolk District,Democratic Party,Russell Holmes,7663,True,1.0
2014,Massachusetts,Seventh Suffolk District,Democratic Party,Gloria Fox,4641,True,1.0
2014,Massachusetts,Eighth Suffolk District,Democratic Party,Jay Livingstone,8769,True,1.0
2014,Massachusetts,Ninth Suffolk District,Democratic Party,Byron Rushing,6583,True,1.0
2014,Massachusetts,Tenth Suffolk District,Democratic Party,Edward Coppinger,11923,True,1.0
2014,Massachusetts,Eleventh Suffolk District,Democratic Party,Elizabeth Malia,9912,True,1.0
2014,Massachusetts,Twelfth Suffolk District,Democratic Party,Dan Cullinane,10272,True,1.0
2014,Massachusetts,Thirteenth Suffolk District,Democratic Party,Daniel J. Hunt,9259,True,1.0
2014,Massachusetts,Fourteenth Suffolk District,Democratic Party,Angelo Scaccia,9920,True,1.0
2014,Massachusetts,Fifteenth Suffolk District,Democratic Party,Jeffrey Sánchez,9582,True,0.0
2014,Massachusetts,Sixteenth Suffolk District,Democratic Party,RoseLee Vincent,7431,True,1.0
2014,Massachusetts,Seventeenth Suffolk District,Democratic Party,Kevin Honan,5609,True,1.0
2014,Massachusetts,Eighteenth Suffolk District,Democratic Party,Michael Moran,5039,True,1.0
2014,Massachusetts,Nineteenth Suffolk District,Democratic Party,Robert DeLeo,7330,True,1.0
2014,Massachusetts,Nineteenth Suffolk District,Republican Party,Paul Caruccio,2884,False,0.0
2014,Massachusetts,First Worcester District,Republican Party,Kimberly Ferguson,13847,True,1.0
2014,Massachusetts,Second Worcester District,Democratic Party,Jonathan Zlotnik,5859,True,1.0
2014,Massachusetts,Second Worcester District,Republican Party,Garret Shetrawski,5825,False,0.0
2014,Massachusetts,Third Worcester District,Democratic Party,Stephen DiNatale,7800,True,1.0
2014,Massachusetts,Fourth Worcester District,Democratic Party,Dennis Rosa,6649,True,1.0
2014,Massachusetts,Fourth Worcester District,Republican Party,Jacques Perrault,5431,False,0.0
2014,Massachusetts,Fifth Worcester District,Democratic Party,Matthew Castriotta,6455,False,0.0
2014,Massachusetts,Fifth Worcester District,Republican Party,"Donald Berthiaume, Jr.",8344,True,0.0
2014,Massachusetts,Sixth Worcester District,Democratic Party,Karen Spiewak,4246,False,0.0
2014,Massachusetts,Sixth Worcester District,Republican Party,Peter Durant,7210,True,1.0
2014,Massachusetts,Seventh Worcester District,Democratic Party,Terry Burke Dotson,3600,False,0.0
2014,Massachusetts,Seventh Worcester District,Republican Party,Paul Frost,10087,True,1.0
2014,Massachusetts,Eighth Worcester District,Democratic Party,Joseph Hall,4862,False,0.0
2014,Massachusetts,Eighth Worcester District,Republican Party,Kevin Kuros,8331,True,1.0
2014,Massachusetts,Eighth Worcester District,Independent,Joseph Guertin (Pirate Party),595,False,0.0
2014,Massachusetts,Ninth Worcester District,Democratic Party,Martin Green,5414,False,0.0
2014,Massachusetts,Ninth Worcester District,Republican Party,"David Muradian, Jr.",8980,True,0.0
2014,Massachusetts,Tenth Worcester District,Democratic Party,John Fernandes,8677,True,1.0
2014,Massachusetts,Tenth Worcester District,Republican Party,"Mark Reil, Jr.",6049,False,0.0
2014,Massachusetts,Eleventh Worcester District,Republican Party,Matthew Beaton,12457,True,1.0
2014,Massachusetts,Twelfth Worcester District,Democratic Party,"Harold Naughton, Jr.",8497,True,1.0
2014,Massachusetts,Twelfth Worcester District,Republican Party,Brad Wyatt,6822,False,0.0
2014,Massachusetts,Thirteenth Worcester District,Democratic Party,John Mahoney,7545,True,1.0
2014,Massachusetts,Thirteenth Worcester District,Republican Party,Jacqueline Kostas,3457,False,0.0
2014,Massachusetts,Fourteenth Worcester District,Democratic Party,James O'Day,8194,True,1.0
2014,Massachusetts,Fifteenth Worcester District,Democratic Party,Mary Keefe,4731,True,1.0
2014,Massachusetts,Sixteenth Worcester District,Democratic Party,Daniel Donahue,5351,True,1.0
2014,Massachusetts,Seventeenth Worcester District,Democratic Party,Douglas Belanger,4645,False,0.0
2014,Massachusetts,Seventeenth Worcester District,Republican Party,Kate Campanale,4688,True,0.0
2014,Massachusetts,Eighteenth Worcester District,Democratic Party,Mark Dowgiewicz,5187,False,0.0
2014,Massachusetts,Eighteenth Worcester District,Republican Party,Joseph McKenna,7809,True,0.0
2014,Michigan,District 1,Democratic Party,Brian Banks,15992,True,1.0
2014,Michigan,District 1,Republican Party,John Hauler,7782,False,0.0
2014,Michigan,District 2,Democratic Party,Alberta Tinsley-Talabi,17369,True,1.0
2014,Michigan,District 2,Republican Party,Daniel Lamar,7664,False,0.0
2014,Michigan,District 3,Democratic Party,Wendell Byrd,19481,True,0.0
2014,Michigan,District 3,Republican Party,Dolores Brodersen,583,False,0.0
2014,Michigan,District 4,Democratic Party,Rose Mary Robinson,15609,True,1.0
2014,Michigan,District 4,Republican Party,Edith Floyd,896,False,0.0
2014,Michigan,District 5,Democratic Party,Fred Durhal III,11796,True,0.0
2014,Michigan,District 5,Republican Party,Dorothy Patterson,645,False,0.0
2014,Michigan,District 6,Democratic Party,Stephanie Chang,17926,True,0.0
2014,Michigan,District 6,Republican Party,Tairia Bridges,1149,False,0.0
2014,Michigan,District 7,Democratic Party,LaTanya Garrett,23164,True,0.0
2014,Michigan,District 7,Republican Party,David Bradley,528,False,0.0
2014,Michigan,District 8,Democratic Party,Sherry Gay-Dagnogo,23008,True,0.0
2014,Michigan,District 8,Republican Party,Christopher Ewald,770,False,0.0
2014,Michigan,District 9,Democratic Party,Harvey Santana,17606,True,1.0
2014,Michigan,District 9,Republican Party,James Stephens,827,False,0.0
2014,Michigan,District 10,Democratic Party,Leslie Love,21583,True,0.0
2014,Michigan,District 10,Republican Party,Matthew Hauser,4658,False,0.0
2014,Michigan,District 11,Democratic Party,Julie Plawecki,16252,True,0.0
2014,Michigan,District 11,Republican Party,Jim Rhoades,7027,False,0.0
