state,year,district,candidate ID,party code,candidate incumbency,candidate votes won,won election?,total votes,dem votes,rep_votes,other_votes,candidate name
MO,2012,136,"AUSTIN, KEVIN",200,0,17648,1,17648,0,17648,0,"AUSTIN, KEVIN"
MO,2012,137,"BOONE, BILL",400,0,2895,0,17215,0,14320,2895,"BOONE, BILL"
MO,2012,137,"FRAKER, LYNDALL",200,1,14320,1,17215,0,14320,2895,"FRAKER, LYNDALL"
MO,2012,138,"PHILLIPS, DONALD E. (DON)",200,1,15712,1,15712,0,15712,0,"PHILLIPS, DONALD E. (DON)"
MO,2012,139,"ELMER, KEVIN",200,1,12375,1,17395,5020,12375,0,"ELMER, KEVIN"
MO,2012,139,"RUBINO, BOB",100,0,5020,0,17395,5020,12375,0,"RUBINO, BOB"
MO,2012,140,"MORRIS, LYNN",200,0,15284,1,15284,0,15284,0,"MORRIS, LYNN"
MO,2012,141,"DUGGER, TONY",200,1,12677,1,12677,0,12677,0,"DUGGER, TONY"
MO,2012,142,"ROSS, ROBERT",200,0,11843,1,11843,0,11843,0,"ROSS, ROBERT"
MO,2012,143,"POGUE, JEFFREY",200,0,9580,1,14879,5299,9580,0,"POGUE, JEFFREY"
MO,2012,143,"VANSTEENIS, SHANE",100,0,5299,0,14879,5299,9580,0,"VANSTEENIS, SHANE"
MO,2012,144,"FITZWATER, PAUL",200,1,9432,1,14329,4897,9432,0,"FITZWATER, PAUL"
MO,2012,144,"JACKSON, MICHAEL L.",100,0,4897,0,14329,4897,9432,0,"JACKSON, MICHAEL L."
MO,2012,145,"KEENEY, SHELLEY (WHITE)",200,1,12873,1,12873,0,12873,0,"KEENEY, SHELLEY (WHITE)"
MO,2012,146,"LICHTENEGGER, DONNA",200,1,16824,1,16824,0,16824,0,"LICHTENEGGER, DONNA"
MO,2012,147,"SWAN, KATHY",200,0,12546,1,12546,0,12546,0,"SWAN, KATHY"
MO,2012,148,"REHDER, HOLLY",200,0,8991,1,14884,5893,8991,0,"REHDER, HOLLY"
MO,2012,148,"ZIEGENHORN, BART",100,0,5893,0,14884,5893,8991,0,"ZIEGENHORN, BART"
MO,2012,149,"BOYD, NEAL E.",200,0,4403,0,13110,8707,4403,0,"BOYD, NEAL E."
MO,2012,149,"HODGES, STEVE",100,1,8707,1,13110,8707,4403,0,"HODGES, STEVE"
MO,2012,150,"HAMPTON, KENT",200,1,5954,1,11792,5838,5954,0,"HAMPTON, KENT"
MO,2012,150,"TODD, THOMAS (TOM)",100,0,5838,0,11792,5838,5954,0,"TODD, THOMAS (TOM)"
MO,2012,151,"FOWLER, DENNIS",200,0,9958,1,15156,5198,9958,0,"FOWLER, DENNIS"
MO,2012,151,"HOLDER, RYAN WM",100,0,5198,0,15156,5198,9958,0,"HOLDER, RYAN WM"
MO,2012,152,"RICHARDSON, TODD",200,1,11572,1,11572,0,11572,0,"RICHARDSON, TODD"
MO,2012,153,"COOKSON, STEVE",200,1,11464,1,14403,0,11464,2939,"COOKSON, STEVE"
MO,2012,153,"JOHNSON, JACK (SKIP)",400,0,2939,0,14403,0,11464,2939,"JOHNSON, JACK (SKIP)"
MO,2012,154,"PENDERGRASS, R. A.",100,0,4570,0,14520,4570,9950,0,"PENDERGRASS, R. A."
MO,2012,154,"RHOADS, SHAWN",200,0,9950,1,14520,4570,9950,0,"RHOADS, SHAWN"
MO,2012,155,"ROWLAND, LYLE",200,1,13880,1,13880,0,13880,0,"ROWLAND, LYLE"
MO,2012,156,"JUSTUS, JEFF",200,0,13072,1,13072,0,13072,0,"JUSTUS, JEFF"
MO,2012,157,"RUZICKA, DON",200,1,13426,1,13426,0,13426,0,"RUZICKA, DON"
MO,2012,158,"BECK, SUE",400,0,2700,0,13268,0,10568,2700,"BECK, SUE"
MO,2012,158,"FITZPATRICK, SCOTT",200,0,10568,1,13268,0,10568,2700,"FITZPATRICK, SCOTT"
MO,2012,159,"LANT, BILL",200,1,11340,1,11340,0,11340,0,"LANT, BILL"
MO,2012,160,"REIBOLDT, BILL",200,1,14061,1,14061,0,14061,0,"REIBOLDT, BILL"
MO,2012,161,"WHITE, WILLIAM (BILL)",200,1,11115,1,11115,0,11115,0,"WHITE, WILLIAM (BILL)"
MO,2012,162,"DAVIS, CHARLIE",200,1,12917,1,12917,0,12917,0,"DAVIS, CHARLIE"
MO,2012,163,"FLANIGAN, TOM",200,1,12663,1,12663,0,12663,0,"FLANIGAN, TOM"
MS,2011,1,"CARPENTER, LESTER (BUBBA)",200,1,5343,1,22853,2529,20324,0,"CARPENTER, LESTER (BUBBA)"
MS,2011,1,"MCCARLEY, THOMAS K.",100,0,2529,0,22853,2529,20324,0,"MCCARLEY, THOMAS K."
MS,2011,2,"BAIN, NICK",100,0,3772,1,23759,15427,8332,0,"BAIN, NICK"
MS,2011,2,"WOOD, A. L. (CHIP) III",200,0,3550,0,23759,15427,8332,0,"WOOD, A. L. (CHIP) III"
MS,2011,3,"ARNOLD, WILLIAM TRACY",200,0,3899,1,27573,15781,11792,0,"ARNOLD, WILLIAM TRACY"
MS,2011,3,"CADLE, TOMMY DEXTER",100,0,3496,0,27573,15781,11792,0,"CADLE, TOMMY DEXTER"
MS,2011,4,"BENEFIELD, JAMES E. (JIMMY)",200,0,4043,0,26120,13027,13093,0,"BENEFIELD, JAMES E. (JIMMY)"
MS,2011,4,"STEVERSON, JOSEPH F. (JODY)",100,0,4229,1,26120,13027,13093,0,"STEVERSON, JOSEPH F. (JODY)"
MS,2011,5,"BUCK, KELVIN",100,1,4874,1,22305,14607,7698,0,"BUCK, KELVIN"
MS,2011,6,"HAMILTON, EUGENE FORREST",200,1,10114,1,29903,4837,23736,1330,"HAMILTON, EUGENE FORREST"
MS,2011,6,"TAYLOR, HAROLD M.",400,0,1330,0,29903,4837,23736,1330,"TAYLOR, HAROLD M."
MS,2011,7,"JENNINGS, WANDA T.",200,1,5371,1,19492,14121,5371,0,"JENNINGS, WANDA T."
MS,2011,8,"LAMAR, JOHN THOMAS (TREY) III",200,0,5898,1,23328,11558,11770,0,"LAMAR, JOHN THOMAS (TREY) III"
MS,2011,9,"BURNETT, CLARA HENDERSON",100,1,5337,1,20971,20971,0,0,"BURNETT, CLARA HENDERSON"
MS,2011,10,"HODGES, GREG",100,0,3858,0,30427,16704,13723,0,"HODGES, GREG"
MS,2011,10,"METTETAL, NOLAN",200,0,6193,1,30427,16704,13723,0,"METTETAL, NOLAN"
MS,2011,11,"GARDNER, JOE C.",100,1,6558,1,15311,15311,0,0,"GARDNER, JOE C."
MS,2011,12,"MAYO, BRAD",200,0,3392,1,14103,10711,3392,0,"MAYO, BRAD"
MS,2011,12,"RANEY, HOLLAMAN (HOLLY)",100,0,2288,0,14103,10711,3392,0,"RANEY, HOLLAMAN (HOLLY)"
MS,2011,13,"GRAY, BILLY B.",100,0,3578,0,18860,12418,6442,0,"GRAY, BILLY B."
MS,2011,13,"MASSENGILL, STEVE E.",200,0,4070,1,18860,12418,6442,0,"MASSENGILL, STEVE E."
MS,2011,14,"ROGERS, MARGARET ELLIS",200,1,7400,1,26675,7011,19664,0,"ROGERS, MARGARET ELLIS"
MS,2011,15,"HUDDLESTON, MAC",200,1,8231,1,23436,0,23436,0,"HUDDLESTON, MAC"
MS,2011,16,"COGGIN, BEN G. (BUDDY) III",200,0,1699,0,19715,18016,1699,0,"COGGIN, BEN G. (BUDDY) III"
MS,2011,16,"HOLLAND, STEVE",100,1,4521,1,19715,18016,1699,0,"HOLLAND, STEVE"
MS,2011,17,"ALDRIDGE, BRIAN",200,1,5288,1,17457,0,17457,0,"ALDRIDGE, BRIAN"
MS,2011,18,"TURNER, JERRY R.",200,1,6497,1,24133,8740,15393,0,"TURNER, JERRY R."
MS,2011,19,"BOYD, RANDY P.",200,0,5015,1,23073,3127,19946,0,"BOYD, RANDY P."
MS,2011,19,"DUVALL, MARK A.",100,1,3127,0,23073,3127,19946,0,"DUVALL, MARK A."
MS,2011,20,"BROWN, CHRIS",200,0,4002,1,30496,3154,27342,0,"BROWN, CHRIS"
MS,2011,20,"PUCKETT, JIMMY G.",100,1,3154,0,30496,3154,27342,0,"PUCKETT, JIMMY G."
MS,2011,21,"BELL, DONNIE",100,1,4434,1,23999,15808,8191,0,"BELL, DONNIE"
MS,2011,21,"TIERCE, DEBORAH",200,0,3017,0,23999,15808,8191,0,"TIERCE, DEBORAH"
MS,2011,22,"SULLIVAN, PRESTON E.",100,1,7247,1,20301,13268,7033,0,"SULLIVAN, PRESTON E."
MS,2011,23,"BECKETT, CHARLES JIM",200,1,5072,1,21979,3102,18877,0,"BECKETT, CHARLES JIM"
MS,2011,23,"WHITTEN, STEVE",100,0,3102,0,21979,3102,18877,0,"WHITTEN, STEVE"
MS,2011,24,"BONDURANT, SIDNEY",200,1,3630,0,19933,13447,3630,2856,"BONDURANT, SIDNEY"
MS,2011,24,"HORAN, KEVIN",100,0,3772,1,19933,13447,3630,2856,"HORAN, KEVIN"
MS,2011,25,"ALDAY, W. E. (GENE)",200,0,3683,1,31437,9470,21967,0,"ALDAY, W. E. (GENE)"
MS,2011,25,"MAYO, JOHN M.",100,1,2930,0,31437,9470,21967,0,"MAYO, JOHN M."
MS,2011,26,"ESPY, CHUCK",100,1,2919,1,16809,16809,0,0,"ESPY, CHUCK"
MS,2011,27,"GILL, RICKY",200,0,2234,0,19802,17568,2234,0,"GILL, RICKY"
MS,2011,27,"SMITH, FERR",100,1,5109,1,19802,17568,2234,0,"SMITH, FERR"
MS,2011,28,"DALLAS, DAVID",100,0,3007,0,14311,11127,3184,0,"DALLAS, DAVID"
MS,2011,28,"TAYLOR, TOMMY",200,0,3184,1,14311,11127,3184,0,"TAYLOR, TOMMY"
MS,2011,29,"COLEMAN, LINDA",100,1,4885,1,25278,19011,6267,0,"COLEMAN, LINDA"
MS,2011,30,"HUDDLESTON, ROBERT E.",100,1,2895,1,19590,2895,16695,0,"HUDDLESTON, ROBERT E."
MS,2011,31,"THOMAS, SARA RICHARDSON",100,1,3978,1,21522,8814,12708,0,"THOMAS, SARA RICHARDSON"
MS,2011,32,"BROWN, TROY D. SR.",400,0,1803,0,18624,16821,0,1803,"BROWN, TROY D. SR."
MS,2011,32,"PERKINS, WILLIE JAMES SR.",100,1,3339,1,18624,16821,0,1803,"PERKINS, WILLIE JAMES SR."
MS,2011,33,"CHAMBERS, JERRERICO",200,0,1798,0,22496,5928,16266,302,"CHAMBERS, JERRERICO"
MS,2011,33,"HOLMES, SEAN T.",400,0,302,0,22496,5928,16266,302,"HOLMES, SEAN T."
MS,2011,33,"REYNOLDS, THOMAS U.",100,1,5928,1,22496,5928,16266,302,"REYNOLDS, THOMAS U."
MS,2011,34,"WHITTINGTON, LINDA",100,1,5370,1,25986,18320,7666,0,"WHITTINGTON, LINDA"
MS,2011,35,"BUTLER, JAN R. (JAY) JR.",400,0,969,0,23037,0,22068,969,"BUTLER, JAN R. (JAY) JR."
MS,2011,35,"HOOD, JOEY",200,0,6753,1,23037,0,22068,969,"HOOD, JOEY"
MS,2011,36,"GIBBS, DAVID",100,1,6437,1,21612,21612,0,0,"GIBBS, DAVID"
MS,2011,37,"CHISM, GARY A.",200,1,6501,1,26587,9814,16773,0,"CHISM, GARY A."
MS,2011,38,"ELLIS, TYRONE",100,1,5667,1,20824,20824,0,0,"ELLIS, TYRONE"
MS,2011,39,"SMITH, JEFFREY",200,1,7380,1,28431,8869,19562,0,"SMITH, JEFFREY"
MS,2011,40,"AGUILERALOGAN, SHIRLEY",100,0,1827,0,21124,1827,19297,0,"AGUILERALOGAN, SHIRLEY"
MS,2011,40,"NELSON, PAT",200,0,3263,1,21124,1827,19297,0,"NELSON, PAT"
MS,2011,41,"HARRISON, ESTHER",100,1,4143,1,20588,4143,16445,0,"HARRISON, ESTHER"
MS,2011,42,"DICKSON, REECY L.",100,1,4486,1,24775,4486,17590,2699,"DICKSON, REECY L."
MS,2011,42,"VANDEVENDER, ROY O.",400,0,2699,0,24775,4486,17590,2699,"VANDEVENDER, ROY O."
MS,2011,43,"EVANS, MICHAEL T.",100,0,4534,1,29838,11697,15974,2167,"EVANS, MICHAEL T."
MS,2011,43,"NOWELL, RUSS C.",200,1,4368,0,29838,11697,15974,2167,"NOWELL, RUSS C."
MS,2011,44,"BOUNDS, C. SCOTT",200,1,6088,1,27362,0,24621,2741,"BOUNDS, C. SCOTT"
MS,2011,45,"MALONE, BENNETT",100,1,3162,1,21125,3162,17963,0,"MALONE, BENNETT"
MS,2011,45,"MATHIS, J. W. (JIM)",200,0,3084,0,21125,3162,17963,0,"MATHIS, J. W. (JIM)"
MS,2011,46,"HOWELL, BOBBY B.",200,1,7849,1,22924,4465,17793,666,"HOWELL, BOBBY B."
MS,2011,47,"CLARK, BRYANT W.",100,1,5426,1,15770,5426,10344,0,"CLARK, BRYANT W."
MS,2011,48,"WHITE, JASON M.",100,0,6184,1,16521,11873,4648,0,"WHITE, JASON M."
MS,2011,49,"BAILEY, WILLIE L.",100,1,3116,1,16720,3116,10446,3158,"BAILEY, WILLIE L."
MS,2011,50,"HINES, JOHN W.",100,1,3349,1,11860,3349,6331,2180,"HINES, JOHN W."
MS,2011,51,"STRAUGHTER, RUFUS (PETE)",100,1,5561,1,18746,5561,13185,0,"STRAUGHTER, RUFUS (PETE)"
MS,2011,52,"WOODS, TOMMY",200,1,5918,1,18088,0,18088,0,"WOODS, TOMMY"
MS,2011,53,"MOAK, BOBBY",100,1,7056,1,7056,7056,0,0,"MOAK, BOBBY"
MS,2011,54,"MONSOUR, ALEX",200,1,7189,1,7189,0,7189,0,"MONSOUR, ALEX"
MS,2011,55,"FLAGGS, GEORGE JR.",100,1,4840,1,6516,4840,1676,0,"FLAGGS, GEORGE JR."
MS,2011,55,"SMITH, SAM",200,0,1676,0,6516,4840,1676,0,"SMITH, SAM"
MS,2011,56,"CULBERSON, JIM",100,0,2711,0,12230,2711,9519,0,"CULBERSON, JIM"
MS,2011,56,"GUNN, PHILIP",200,1,9519,1,12230,2711,9519,0,"GUNN, PHILIP"
MS,2011,57,"BLACKMON, EDWARD JR.",100,1,6961,1,6961,6961,0,0,"BLACKMON, EDWARD JR."
MS,2011,58,"MARTINSON, RITA",200,1,9665,1,9665,0,9665,0,"MARTINSON, RITA"
MS,2011,59,"MCGEE, KEVIN",200,1,10701,1,10701,0,10701,0,"MCGEE, KEVIN"
MS,2011,60,"MOORE, JOHN L.",200,1,7451,1,7451,0,7451,0,"MOORE, JOHN L."
MS,2011,61,"ROGERS, RAY",200,1,6418,1,6418,0,6418,0,"ROGERS, RAY"
MS,2011,62,"WEATHERSBY, TOM",200,1,8084,1,8084,0,8084,0,"WEATHERSBY, TOM"
MS,2011,63,"DIXON, DEBORAH BUTLER",100,0,6398,1,6398,6398,0,0,"DIXON, DEBORAH BUTLER"
MS,2011,64,"CARSON, DORSEY R. JR.",100,0,3772,0,8660,3772,4888,0,"CARSON, DORSEY R. JR."
MS,2011,64,"DENNY, WILLIAM C. (BILL) JR.",200,1,4888,1,8660,3772,4888,0,"DENNY, WILLIAM C. (BILL) JR."
MS,2011,65,"COLEMAN, MARY H.",100,1,5990,1,5990,5990,0,0,"COLEMAN, MARY H."
MS,2011,66,"BROWN, CECIL C.",100,1,4786,1,4786,4786,0,0,"BROWN, CECIL C."
MS,2011,67,"BANKS, EARLE S.",100,1,4913,1,4913,4913,0,0,"BANKS, EARLE S."
MS,2011,68,"CALHOUN, CREDELL",100,1,4228,1,4228,4228,0,0,"CALHOUN, CREDELL"
MS,2011,69,"CLARKE, ALYCE G.",100,1,3659,1,3659,3659,0,0,"CLARKE, ALYCE G."
MS,2011,70,"EVANS, JAMES (JIM)",100,1,3614,1,3614,3614,0,0,"EVANS, JAMES (JIM)"
MS,2011,71,"WOOTEN, ADRIANNE",100,1,2860,1,2860,2860,0,0,"WOOTEN, ADRIANNE"
MS,2011,72,"CAMPBELL, KIMBERLY L.",100,1,6891,1,6891,6891,0,0,"CAMPBELL, KIMBERLY L."
MS,2011,73,"ELLINGTON, JIM",200,1,5475,0,11023,5548,5475,0,"ELLINGTON, JIM"
MS,2011,73,"OBERHOUSEN, BRAD",100,0,5548,1,11023,5548,5475,0,"OBERHOUSEN, BRAD"
MS,2011,74,"BAKER, MARK",200,1,12560,1,12560,0,12560,0,"BAKER, MARK"
MS,2011,75,"MILES, TOM",100,0,5040,1,6311,5040,1271,0,"MILES, TOM"
MS,2011,75,"WHATLEYKIRBY, BRENDA",200,0,1271,0,6311,5040,1271,0,"WHATLEYKIRBY, BRENDA"
MS,2011,76,"HOLLOWAY, GREGORY SR. ",100,1,6536,1,6536,6536,0,0,"HOLLOWAY, GREGORY SR. "
MS,2011,77,"GIPSON, ANDY",200,1,7420,1,7420,0,7420,0,"GIPSON, ANDY"
MS,2011,78,"RUSHING, RANDAL (RANDY)",200,0,6312,1,6312,0,6312,0,"RUSHING, RANDAL (RANDY)"
MS,2011,79,"EATON, BLAINE (BO)",100,1,5956,1,9608,5956,3652,0,"EATON, BLAINE (BO)"
MS,2011,79,"SWINDALL, RON",200,0,3652,0,9608,5956,3652,0,"SWINDALL, RON"
MS,2011,80,"SCOTT, OMERIA MCDONALD",100,1,5565,1,5565,5565,0,0,"SCOTT, OMERIA MCDONALD"
MS,2011,81,"HORNE, STEPHEN A.",200,1,6204,1,6204,0,6204,0,"HORNE, STEPHEN A."
MS,2011,82,"YOUNG, CHARLES L. SR.",100,1,3818,1,3818,3818,0,0,"YOUNG, CHARLES L. SR."
MS,2011,83,"HOUSTON, GARY D.",100,0,2379,0,5704,2379,2969,356,"HOUSTON, GARY D."
MS,2011,83,"SNOWDEN, GREG",200,1,2969,1,5704,2379,2969,356,"SNOWDEN, GREG"
MS,2011,83,"THOMPSON, SAMUEL (SAM)",400,0,356,0,5704,2379,2969,356,"THOMPSON, SAMUEL (SAM)"
MS,2011,84,"LEE, WILLIAM G. (BILLY)",100,0,1354,0,8944,1354,7590,0,"LEE, WILLIAM G. (BILLY)"
MS,2011,84,"SHIRLEY, WILLIAM E. JR.",200,0,7590,1,8944,1354,7590,0,"SHIRLEY, WILLIAM E. JR."
MS,2011,85,"MIDDLETON, AMERICA",100,1,6939,1,6939,6939,0,0,"MIDDLETON, AMERICA"
MS,2011,86,"LANE, SHERRA HILLMAN",100,1,4967,1,9095,4967,4128,0,"LANE, SHERRA HILLMAN"
MS,2011,86,"PURVIS, MARK",200,0,4128,0,9095,4967,4128,0,"PURVIS, MARK"
MS,2011,87,"KILPATRICK, DANIEL",200,0,2160,0,7752,5592,2160,0,"KILPATRICK, DANIEL"
MS,2011,87,"STRINGER, JOHNNY",100,1,5592,1,7752,5592,2160,0,"STRINGER, JOHNNY"
MS,2011,88,"HODGE, JONATHAN L.",100,0,2252,0,9557,2252,6159,1146,"HODGE, JONATHAN L."
MS,2011,88,"HOLIFIELD, DONALD D.",400,0,1146,0,9557,2252,6159,1146,"HOLIFIELD, DONALD D."
MS,2011,88,"STAPLES, GARY",200,1,6159,1,9557,2252,6159,1146,"STAPLES, GARY"
MS,2011,89,"SHOWS, BOBBY",200,1,5721,1,8119,2398,5721,0,"SHOWS, BOBBY"
MS,2011,89,"WELBORN, JERDON L.",100,0,2398,0,8119,2398,5721,0,"WELBORN, JERDON L."
MS,2011,90,"WARREN, JOSEPH L. (JL) JR.",100,1,8194,1,8194,8194,0,0,"WARREN, JOSEPH L. (JL) JR."
MS,2011,91,"BRYAN, CINDY SHIVERS",200,0,3029,0,8625,5596,3029,0,"BRYAN, CINDY SHIVERS"
MS,2011,91,"EVANS, ROBERT E. (BOB)",100,1,5596,1,8625,5596,3029,0,"EVANS, ROBERT E. (BOB)"
MS,2011,92,"CURRIE, BECKY",200,1,6954,1,9881,2927,6954,0,"CURRIE, BECKY"
MS,2011,92,"SULLIVAN, KEN DALE",100,0,2927,0,9881,2927,6954,0,"SULLIVAN, KEN DALE"
MS,2011,93,"DEDEAUX, DIRK D.",100,1,4040,0,8337,4040,4297,0,"DEDEAUX, DIRK D."
MS,2011,93,"LADNER, JOHN (TIMMY)",200,0,4297,1,8337,4040,4297,0,"LADNER, JOHN (TIMMY)"
MS,2011,94,"JOHNSON, ROBERT L. III",100,1,5329,1,5329,5329,0,0,"JOHNSON, ROBERT L. III"
MS,2011,95,"UPSHAW, JESSICA",200,1,5935,1,5935,0,5935,0,"UPSHAW, JESSICA"
MS,2011,96,"COCKERHAM, ANGELA",100,1,7168,1,7168,7168,0,0,"COCKERHAM, ANGELA"
MS,2011,97,"MIMS, SAM C.",200,1,8490,1,8490,0,8490,0,"MIMS, SAM C."
MS,2011,98,"MYERS, DAVID W.",100,1,6476,1,6476,6476,0,0,"MYERS, DAVID W."
MS,2011,99,"PIGOTT, BILL",200,1,8151,1,8151,0,8151,0,"PIGOTT, BILL"
MS,2011,100,"GRIFFITH, HARRY C.",100,0,2611,0,9639,2611,7028,0,"GRIFFITH, HARRY C."
MS,2011,100,"MORGAN, KEN",200,1,7028,1,9639,2611,7028,0,"MORGAN, KEN"
MS,2011,101,"LOTT, HANK",200,0,10799,1,10799,0,10799,0,"LOTT, HANK"
MS,2011,102,"BARKER, TOBY",200,1,3957,1,6006,2049,3957,0,"BARKER, TOBY"
MS,2011,102,"COOK, DAVID",100,0,2049,0,6006,2049,3957,0,"COOK, DAVID"
MS,2011,103,"WATSON, PERCY",100,1,6218,1,6218,6218,0,0,"WATSON, PERCY"
MS,2011,104,"BYRD, LARRY",200,1,8122,1,9035,0,8122,913,"BYRD, LARRY"
MS,2011,104,"WALKER, RANDY",400,0,913,0,9035,0,8122,913,"WALKER, RANDY"
MS,2011,105,"CORNELSON, LATRICIA ANN",400,0,725,0,8325,3440,4160,725,"CORNELSON, LATRICIA ANN"
MS,2011,105,"DEBAR, DENNIS L. JR.",200,0,4160,1,8325,3440,4160,725,"DEBAR, DENNIS L. JR."
MS,2011,105,"KIMBLE, DALE MITCHELL",100,0,3440,0,8325,3440,4160,725,"KIMBLE, DALE MITCHELL"
MS,2011,106,"FRIERSON, HERB",200,1,5390,1,6490,0,5390,1100,"FRIERSON, HERB"
MS,2011,106,"KNEZEVICH, DONNA Y.",400,0,1100,0,6490,0,5390,1100,"KNEZEVICH, DONNA Y."
MS,2011,107,"LEE, DOUGLAS L.",100,0,2806,0,8916,2806,6110,0,"LEE, DOUGLAS L."
MS,2011,107,"MCLEOD, DOUG",200,0,6110,1,8916,2806,6110,0,"MCLEOD, DOUG"
MS,2011,108,"FORMBY, MARK",200,1,5962,1,5962,0,5962,0,"FORMBY, MARK"
MS,2011,109,"BARTON, MANLY",200,0,6450,1,6450,0,6450,0,"BARTON, MANLY"
MS,2011,110,"BROOMFIELD, BILLY",100,1,4399,1,4399,4399,0,0,"BROOMFIELD, BILLY"
MS,2011,111,"BUSBY, CHARLES",200,0,2978,1,5921,2943,2978,0,"BUSBY, CHARLES"
MS,2011,111,"JONES, BRANDON",100,1,2943,0,5921,2943,2978,0,"JONES, BRANDON"
MS,2011,112,"READ, JOHN O.",200,1,5593,1,5593,0,5593,0,"READ, JOHN O."
MS,2011,113,"ZUBER, HENRY B. (HANK) III",200,1,5624,1,5624,0,5624,0,"ZUBER, HENRY B. (HANK) III"
MS,2011,114,"GUICE, JEFFREY S. (JEFF)",200,0,5110,1,5110,0,5110,0,"GUICE, JEFFREY S. (JEFF)"
MS,2011,115,"PATTERSON, RANDALL H.",100,1,1343,1,2194,1343,851,0,"PATTERSON, RANDALL H."
MS,2011,115,"WILLIAMS, PATRICK",200,0,851,0,2194,1343,851,0,"WILLIAMS, PATRICK"
MS,2011,116,"EURE, CASEY",200,0,4212,1,5501,1289,4212,0,"EURE, CASEY"
MS,2011,116,"LYLES, QUENTIN",100,0,1289,0,5501,1289,4212,0,"LYLES, QUENTIN"
MS,2011,117,"DELANO, SCOTT",200,0,3964,1,3964,0,3964,0,"DELANO, SCOTT"
MS,2011,118,"HANEY, GREG",200,0,5675,1,5675,0,5675,0,"HANEY, GREG"
MS,2011,119,"WILLIAMSBARNES, SONYA",100,0,3437,1,3437,3437,0,0,"WILLIAMSBARNES, SONYA"
MS,2011,120,"BENNETT, RICHARD",200,1,3486,1,5350,1864,3486,0,"BENNETT, RICHARD"
MS,2011,120,"BOGGS, CHARLES A.",100,0,1864,0,5350,1864,3486,0,"BOGGS, CHARLES A."
MS,2011,121,"CRAWFORD, CAROLYN",200,0,2455,1,4604,2149,2455,0,"CRAWFORD, CAROLYN"
MS,2011,121,"PERANICH, DIANE C.",100,1,2149,0,4604,2149,2455,0,"PERANICH, DIANE C."
MS,2011,122,"BARIA, DAVID",100,0,3022,1,5153,3022,2131,0,"BARIA, DAVID"
MS,2011,122,"WILCOX, DOROTHY",200,0,2131,0,5153,3022,2131,0,"WILCOX, DOROTHY"
MT,2012,1,"BENNETT, GERALD",200,1,3165,1,3165,0,3165,0,"BENNETT, GERALD"
MT,2012,2,"CUFFE, MIKE",200,1,4183,1,13979,4569,9410,0,"CUFFE, MIKE"
MT,2012,3,"GUYMON, SHAWN",400,0,235,0,16935,5733,10967,235,"GUYMON, SHAWN"
MT,2012,3,"ONEIL, JERRY",200,1,2333,1,16935,5733,10967,235,"ONEIL, JERRY"
MT,2012,3,"PERRY, ZAC",100,0,1996,0,16935,5733,10967,235,"PERRY, ZAC"
MT,2012,4,"BALDWIN, TIM",200,0,2390,0,5222,2832,2390,0,"BALDWIN, TIM"
MT,2012,4,"LIESER, ED",100,0,2832,1,5222,2832,2390,0,"LIESER, ED"
MT,2012,5,"MAHNKE, JAMES HENRY",100,0,1484,0,5871,1484,4387,0,"MAHNKE, JAMES HENRY"
MT,2012,5,"REGIER, KEITH",200,1,4387,1,5871,1484,4387,0,"REGIER, KEITH"
MT,2012,6,"GLIMM, CARL",200,0,4273,1,16170,6318,9852,0,"GLIMM, CARL"
MT,2012,6,"TALBERT, BRENDA",100,0,2117,0,16170,6318,9852,0,"TALBERT, BRENDA"
MT,2012,7,"BRODEHL, RANDY",200,1,2865,1,14350,4970,8601,779,"BRODEHL, RANDY"
MT,2012,7,"TAYLOR, DIANE FRANCES",100,0,1288,0,14350,4970,8601,779,"TAYLOR, DIANE FRANCES"
MT,2012,8,"LAVIN, STEVE",200,1,2251,1,3778,1527,2251,0,"LAVIN, STEVE"
MT,2012,8,"MACLEAN, BRITTANY",100,0,1527,0,3778,1527,2251,0,"MACLEAN, BRITTANY"
MT,2012,9,"BROSTEN, RODRIK",100,0,1912,0,14947,4734,10213,0,"BROSTEN, RODRIK"
MT,2012,9,"REICHNER, SCOTT",200,1,3962,1,14947,4734,10213,0,"REICHNER, SCOTT"
MT,2012,10,"BLASDEL, MARK W.",200,1,4602,1,14137,5628,8509,0,"BLASDEL, MARK W."
MT,2012,10,"SCHAEFFER, ALEXANDER WILLIAM",100,0,1550,0,14137,5628,8509,0,"SCHAEFFER, ALEXANDER WILLIAM"
MT,2012,11,"HERTZ, GREG",200,0,3545,1,5322,1777,3545,0,"HERTZ, GREG"
MT,2012,11,"KOPPY, BUD",100,0,1777,0,5322,1777,3545,0,"KOPPY, BUD"
MT,2012,12,"SALOMON, DANIEL R.",200,1,2535,1,4247,1712,2535,0,"SALOMON, DANIEL R."
MT,2012,12,"WALAWANDER, LUKE",100,0,1712,0,4247,1712,2535,0,"WALAWANDER, LUKE"
MT,2012,13,"ACHATZ, DEBRA J.",100,0,1289,0,5267,1289,3978,0,"ACHATZ, DEBRA J."
MT,2012,13,"INGRAHAM, PAT",200,1,3978,1,5267,1289,3978,0,"INGRAHAM, PAT"
MT,2012,14,"JOHNSON, CHRISTINE",100,0,1431,0,4892,1431,2408,1053,"JOHNSON, CHRISTINE"
MT,2012,14,"NICHOLS, JESSIE",400,0,1053,0,4892,1431,2408,1053,"NICHOLS, JESSIE"
